,freq.,title,author,words,code
3315,16,   The Aeneid of Virgil,Virgil,"['fragrance', 'odorous', 'waft', 'smell', 'ripe', 'scented', 'scent']",22456
3316,16,The Fortieth Door,Mary Hastings Bradley,"['ripe', 'musk', 'fragrance', 'perfume', 'scented', 'scent', 'acrid']",13498
3317,16,"Homo Sum, Complete",Georg Ebers,"['ripe', 'aromatic', 'scented', 'perfume', 'fragrance', 'smell', 'acrid', 'reek']",5499
3318,16,The Beloved Woman,Kathleen Norris,"['odorous', 'pungent', 'odour', 'perfume', 'aroma', 'smell', 'fragrance', 'scent']",28301
3319,16,In Court and Kampong,Hugh Clifford,"['perfume', 'scent', 'smell', 'ripe', 'putrid', 'pungency', 'fetid', 'reek', 'scented', 'stink', 'whiff']",27728
3320,16,Sketches of Our Life at Sarawak,Harriette McDougall,"['scent', 'smell', 'scented', 'perfume', 'odour', 'aromatic', 'ripe', 'bouquet', 'putrid', 'whiff']",27568
3321,16,Manures and the principles of manuring,Charles Morton Aikman,"['smell', 'odour', 'ripe', 'pungent', 'pungency', 'savour']",27274
3322,16,Waiting for Daylight,Henry Major Tomlinson,"['smell', 'aromatic', 'odour']",27246
3323,16,Lady Luck,Hugh Wiley,"['smell', 'musk', 'bouquet', 'aromatic', 'whiff', 'perfume']",26165
3324,16,A Poor Man's House,Stephen Sydney Reynolds,"['smell', 'odour', 'scented', 'fragrance', 'stink', 'savour', 'fusty']",26126
3325,16,A Son of Hagar,Sir Hall Caine,"['scent', 'fragrance', 'smell', 'musty', 'scented', 'stench', 'whiff', 'ripe', 'odorous']",26088
3326,16,Hydriatic Treatment of Scarlet Fever,Charles Munde,"['putrid', 'smell', 'fetid', 'acrid']",26008
3327,16,The Long Trick,Lewis Anselm da Costa Ritchie,"['fragrance', 'scent', 'smell', 'putrid', 'acrid', 'aromatic', 'scented', 'aroma']",25921
3328,16,"The Life of Napoleon I, Volumes 1 and 2",John Holland Rose,"['odour', 'acrid', 'whiff', 'ripe', 'putrid', 'scented', 'scent', 'savour']",14300
3329,16,Bob Strong's Holidays,John Conroy Hutcheson,"['sniff', 'smell', 'odour', 'scent', 'perfume', 'bouquet', 'aromatic']",21106
3330,16,"Children's Rhymes, ... Games, ... Songs, ... Stories",Robert Ford,"['scent', 'musky', 'ripe', 'smell']",24271
3331,16,Under the Rose,Frederic Stewart Isham,"['ripe', 'perfume', 'smell', 'pungent', 'redolence', 'bouquet', 'aroma', 'fragrance']",23675
3332,16,Monte-Cristo's Daughter,Edmund Flagg,"['musty', 'fragrance', 'perfume', 'bouquet', 'scent', 'aromatic', 'ripe', 'musk']",23184
3333,16,"Knock, Knock, Knock and Other Stories",Ivan Turgenev,"['pungent', 'musty', 'fragrance', 'scented', 'sniff', 'musk', 'smell', 'scent', 'aromatic', 'whiff']",7120
3334,16,Account of Timbuctoo and Housa Territories,Abd Salam Shabeeny,"['perfume', 'musk', 'aromatic', 'smell', 'ripe', 'odour']",22631
3335,16,The Book-Hunter,John Hill Burton,"['sniff', 'ripe', 'acrid', 'pungent', 'perfume', 'musky', 'odour', 'scent', 'putrid', 'musty', 'pungency']",22136
3336,16,A Child's Book of Saints,William Canton,"['waft', 'fragrance', 'ripe', 'ripeness', 'smell', 'reek']",22112
3337,16,"Handy Andy, Volume 2 of 2",Samuel Lover,"['smell', 'scented', 'sniff', 'fragrance', 'scent', 'odour', 'ripe']",7180
3338,16,Rebel Spurs,Andre Norton,"['smell', 'sniff', 'scent', 'aroma']",20840
3339,16,"The Home or, Life in Sweden",Fredrika Bremer,"['fragrance', 'scent', 'odour', 'bouquet', 'ripe', 'smell']",20746
3340,16,Gigolo,Edna Ferber,"['perfume', 'sniff', 'smell', 'savour', 'reek', 'scented', 'whiff', 'pungent']",20419
3341,16,"A Romance of Youth, Complete",Francois Coppee,"['whiff', 'perfume', 'smell', 'bouquet', 'musty', 'stench', 'fetid', 'musk']",3962
3342,16,Dross,Henry Seton Merriman,"['scent', 'odour', 'bouquet', 'ripe', 'scented', 'smell']",20243
3343,16,Lothair,Benjamin Disraeli,"['ripe', 'bouquet', 'fragrance', 'redolence', 'aromatic', 'scent', 'sniff', 'perfume']",7835
3344,16,The Hippodrome,Rachel Hayward,"['scented', 'scent', 'bouquet', 'smell', 'pungent', 'odour', 'aromatic', 'fragrance']",19943
3345,16,Plain Facts for Old and Young,John Harvey Kellogg,"['odorous', 'smell', 'ripe', 'musty', 'putrid', 'pungent', 'musk', 'acrid', 'fragrance']",19924
3346,16,Clovers and How to Grow Them,Thomas Shaw,"['aroma', 'ripe', 'fragrance', 'aromatic']",19905
3347,16,Books and Culture,Hamilton Wright Mabie,"['ripeness', 'ripe', 'fragrance']",16736
3348,16,The Journey to the Polar Sea,John Franklin,"['smell', 'musky', 'putrid', 'ripe', 'acrid']",13518
3349,16,A Dream of Empire,William Henry Venable,"['fragrance', 'smell', 'pungent', 'ripe', 'perfume', 'scent', 'musk', 'waft']",18840
3350,16,Green Valley,Katharine Reynolds,"['fragrance', 'smell', 'whiff', 'musty', 'scented', 'ripe', 'perfume']",18801
3351,16,By Berwen Banks,Allen Raine,"['musty', 'scented', 'smell', 'sniff', 'odour', 'scent']",18758
3352,16,The Ontario Readers,Ontario Ministry of Education,"['perfume', 'odour', 'smell', 'ripe', 'fragrance', 'sniff', 'reek']",18561
3353,16,Food Remedies,Florence Daniel,"['ripe', 'smell', 'scent', 'pungent']",18487
3354,16,Hypnerotomachia,Francesco Colonna,"['smell', 'ripe', 'odour', 'perfume', 'musk']",18459
3355,16,"Works of the Right Honourable Edmund Burke, Vol. I. (of 12)",Burke,"['smell', 'fragrance', 'stench', 'pungent', 'putrid']",15043
3356,16,Story of Chester Lawrence,Nephi Anderson,"['piney', 'stench', 'musty']",13756
3357,16,"Voyages and Travels, Vol. XVII",Robert Kerr,"['smell', 'stench', 'scent', 'pungent', 'acrid', 'putrid', 'aromatic', 'perfume', 'ripe']",15425
3358,16,Harry,Fanny Wheeler Hart,"['scented', 'perfume', 'fragrance', 'scent', 'smell', 'sniff']",16144
3359,16,Micrographia,Robert Hooke,"['odorous', 'ripe', 'musty', 'smell', 'pungent']",15491
3360,16,The Underground Railroad,William Still,"['scent', 'smell', 'musk', 'piney', 'ripe', 'perfume']",15263
3361,16,The Whence and the Whither of Man,John Mason Tyler,"['ripe', 'smell', 'scent']",14834
3362,16,Evelyn Innes,George Moore,"['perfume', 'savour', 'scent', 'acrid', 'bouquet', 'smell']",13201
3363,16,An Encounter in Atlanta,Ed Howdershelt,"['scent', 'smell', 'acrid']",14556
3364,16,At a Winter's Fire,Bernard Edward Joseph Capes,"['smell', 'scented', 'odour', 'acrid', 'fragrance', 'sniff', 'pungent', 'scent', 'whiff', 'waft', 'ripe']",14045
3365,16,"Memoirs of Margaret Fuller Ossoli, Vol. 2",Margaret Fuller Ossoli,"['perfume', 'ripe', 'pungent', 'scent', 'waft', 'bouquet', 'ripeness', 'acrid']",13106
3366,16,The Window-Gazer,Isabel Ecclestone Mackay,"['smell', 'scent', 'bouquet', 'musty']",4284
3367,16,A Volunteer Poilu,Henry Sheahan,"['perfume', 'smell', 'acrid', 'stench', 'musty', 'malodorous', 'reek']",12330
3368,16,"Rienzi, the Last of the Roman Tribunes",Edward Bulwer Lytton,"['ripe', 'odorous', 'scent', 'smell', 'putrid']",1396
3369,16,Peace,Aristophanes,"['stench', 'smell', 'whiff', 'scent', 'sniff', 'fragrance', 'odour', 'fetid', 'stink', 'scented']",2571
3370,16,"Gargantua and Pantagruel, Book 4",Francois Rabelais,"['putrid', 'smell', 'musty', 'aromatic', 'stink', 'fusty', 'savour', 'waft', 'musk']",8169
3371,16,A Girl Among the Anarchists,Isabel Meredith,"['fetid', 'scent', 'smell', 'odour', 'sniff', 'ripe', 'pungent']",7084
3372,16,An Outback Marriage,Andrew Barton Paterson,"['scent', 'smell', 'fragrance', 'odour', 'aromatic']",6119
3373,16,Little Miss By-The-Day,Lucille Van Slyke,"['smell', 'ripe', 'sniff', 'musty', 'perfume', 'fragrance', 'aroma', 'whiff']",6002
3374,16,"Appreciations, With An Essay on Style",Walter Horatio Pater,"['perfume', 'ripe', 'savour', 'scent', 'odorous', 'aroma', 'odour', 'smell', 'fragrance']",4037
3375,16,"The Dwelling Place of Light, Vol. 1",American Novelist,"['perfume', 'smell', 'odour', 'pungent', 'scent']",3646
3376,16,For the Term of His Natural Life,Marcus Clarke,"['sniff', 'perfume', 'odour', 'reek', 'putrid', 'aromatic', 'scent', 'aroma', 'ripe', 'acrid', 'pungent', 'smell']",3424
3377,16,The Pagan Tribes of Borneo,Charles Hose and William McDougall,"['ripe', 'pungent', 'smell', 'odour', 'odorous', 'scented']",3307
3378,16,At Suvla Bay,John Hargrave,"['smell', 'ripe', 'scented', 'putrid', 'stink', 'whiff']",3306
3379,16,The Black Death; The Dancing Mania,Justus Friedrich Karl Hecker,"['putrid', 'odour', 'stench', 'smell', 'aromatic']",1739
3380,16,The Pool in the Desert,Sara Jeanette Duncan,"['savour', 'smell', 'scent', 'fragrance', 'scented', 'aroma', 'perfume']",1168
3381,15,Rumanian Bird and Beast Stories,Anonymous,"['perfume', 'smell', 'ripe', 'scent']",43059
3382,15,"Graham's Magazine, Vol. 40, No. 4, April 1852",Various,"['ripe', 'aromatic', 'scented', 'perfume', 'scent', 'waft', 'acrid', 'odorous', 'ripeness']",60148
3383,15,The Food Question,Various,"['ripe', 'perfume', 'fetid', 'fragrance', 'aroma', 'smell', 'aromatic']",54721
3384,15,"Graham's Magazine, Vol. XXXVII, No. 4, October 1850",Various,"['perfume', 'odorous', 'fragrance', 'whiff', 'smell', 'odour', 'scent', 'ripe']",54031
3385,15,Patriotic Song,Various,"['smell', 'perfume', 'waft', 'scent', 'ripe', 'savour', 'odour']",52133
3386,15,The Just-Wed Cook Book,Various,"['ripe', 'ripeness']",51542
3387,15,"Miscellanea Curiosa, Vol. 3",Various,"['scent', 'musk', 'stink', 'ripe', 'smell', 'scented', 'musky']",50229
3388,15,Legends and Satires from Mediæval Literature,Various,"['fragrance', 'scented', 'scent', 'smell', 'stench', 'ripe', 'aromatic']",48355
3389,15,"The World's Best Poetry, Volume IX: Of Tragedy: of Humour",Various,"['putrid', 'whiff', 'smell', 'fragrance', 'scent', 'perfume', 'odorous', 'ripe', 'waft', 'aromatic']",43223
3390,15,"The Strand Magazine, Volume XVII, February 1899, No. 98",Various,"['pungent', 'aromatic', 'acrid', 'odour', 'malodorous', 'smell', 'scent', 'ripe']",41793
3391,15,Half a Hundred Hero Tales,Various,"['ripe', 'fragrance', 'scent', 'smell']",41765
3392,15,"Lippincott's Magazine, Vol. 20, No. 33, November 1877",Various,"['smell', 'pungency', 'fragrance', 'scent', 'musk', 'perfume', 'sniff', 'acrid']",41387
3393,15,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 3",Various,"['smell', 'odour', 'fragrance', 'aroma', 'perfume', 'pungent', 'ripe']",41156
3394,15,Tennyson and His Friends,Various,"['perfume', 'ripeness', 'ripe', 'scent', 'smell', 'odour', 'pungent', 'scented', 'musty', 'fragrance']",38420
3395,15,Mind Amongst the Spindles,Various,"['fragrance', 'musty', 'waft', 'fusty', 'smell', 'odorous']",37471
3396,15,"The International Monthly, Volume 3, No. 3, June, 1851",Various,"['aroma', 'redolence', 'smell', 'fragrance', 'perfume', 'pungent', 'musk', 'waft', 'reek', 'ripe', 'bouquet']",36131
3397,15,Harper's New Monthly Magazine,Various,"['perfume', 'ripe', 'bouquet', 'scented', 'fetid', 'scent', 'smell', 'sniff', 'waft']",35271
3398,15,"The Atlantic Monthly, Volume 20, No. 119, September, 1867",Various,"['smell', 'ripe', 'scented', 'perfume', 'fragrance', 'waft']",33451
3399,15,The Children's Book of Christmas Stories,Various,"['odorous', 'ripe', 'odour', 'smell', 'fragrance', 'bouquet']",28308
3400,15,Shapes that Haunt the Dusk,Various,"['pungent', 'ripeness', 'ripe', 'musty', 'smell', 'perfume']",27352
3401,15,"Lippincott's Magazine, November 1885",Various,"['ripe', 'bouquet', 'fetid', 'smell', 'scent', 'malodorous', 'perfume', 'whiff', 'waft', 'musk']",26185
3402,15,"The Atlantic Monthly, Volume 14, No. 85, November, 1864",Various,"['pungency', 'scent', 'fetid', 'pungent', 'putrid', 'reek', 'perfume', 'fragrance', 'smell', 'aromatic', 'aroma', 'bouquet', 'ripe']",24885
3403,15,Americans All: Stories of American Life of To-Day,Various,"['scent', 'odorous', 'smell', 'perfume', 'scented', 'bouquet', 'aromatic', 'pungent']",23207
3404,15,"The Modern Scottish Minstrel, Volume VI",Various,"['fragrance', 'ripe', 'pungent', 'perfume', 'odour', 'waft', 'reek', 'scented']",22229
3405,15,"Modern Eloquence: Vol II, After-Dinner Speeches E-O",Various,"['whiff', 'fragrance', 'perfume', 'aroma', 'scented', 'ripe', 'scent']",18823
3406,15,"Wine, Women, and Song",Various,"['scent', 'ripe', 'perfume', 'odour', 'stench', 'fetid']",18044
3407,15,The Golden Treasury of American Songs and Lyrics,Various,"['fragrance', 'whiff', 'ripe', 'perfume', 'scent', 'ripeness', 'scented', 'smell', 'odorous', 'musk']",15553
3408,15,"The Atlantic Monthly, Vol. 2, No. 10, August, 1858",Various,"['musty', 'acrid', 'bouquet', 'perfume', 'ripe', 'aroma', 'smell', 'fragrance']",10626
3409,15,"The Atlantic Monthly, Vol. 2, No. 9, July, 1858",Various,"['scent', 'waft', 'smell', 'fragrance', 'aroma', 'perfume', 'bouquet']",10079
3410,15,"Atlantic Monthly, Volume 10, Number 59, September, 1862",Various,"['perfume', 'scented', 'sniff', 'fragrance', 'aroma', 'waft', 'aromatic', 'scent']",9946
3411,15,The Garden of Bright Waters,Various,"['scent', 'odour', 'scented', 'ripe']",9920
3412,15,"The Atlantic Monthly, Volume 4, No. 24, Oct. 1859",Various,"['musk', 'smell', 'perfume', 'scent', 'putrid', 'fragrance', 'whiff', 'waft', 'aroma', 'aromatic']",9381
3413,15,The Children's Book of Christmas Stories,Various,"['odorous', 'ripe', 'odour', 'smell', 'fragrance', 'bouquet']",5061
3414,15,The Lilac Fairy Book,Various,"['smell', 'ripe', 'scent']",3454
3415,15,The Phantom Death etc.,William Clark Russell,"['savour', 'smell', 'ripe', 'stench', 'aromatic', 'perfume', 'pungent', 'sniff', 'odour']",61513
3416,15,The Last Entry,William Clark Russell,"['smell', 'scent', 'fragrance', 'stink', 'stench']",44546
3417,15,The Railway Man and his Children,Margaret Oliphant,"['bouquet', 'fragrance', 'smell', 'scent', 'pungent', 'ripe']",59424
3418,15,Sketches of Gotham,Ike Swift,"['scent', 'ripe', 'musty', 'perfume', 'bouquet', 'smell', 'scented']",61454
3419,15,Black Caesar's Clan,Albert Payson Terhune,"['scent', 'fragrance', 'perfume', 'ripe', 'musty', 'smell', 'aromatic']",4789
3420,15,The Short Cut,Jackson Gregory,"['scented', 'odorous', 'perfume', 'smell', 'ripe', 'odour', 'fragrance']",18950
3421,15,The Custom of the Country,Edith Wharton,"['scented', 'savour', 'scent', 'fragrance', 'smell', 'whiff', 'perfume']",11052
3422,15,The Lilac Fairy Book,Andrew Lang,"['smell', 'ripe', 'scent']",28096
3423,15,The Blue Fairy Book,Andrew Lang,"['smell', 'scented', 'scent', 'perfume']",503
3424,15,Anne Of Green Gables,Lucy Maud Montgomery,"['fragrance', 'sniff', 'smell', 'bouquet', 'perfume', 'ripe', 'scented']",45
3425,15,"Oliver Twist, Illustrated",Charles Dickens,"['smell', 'musty', 'scent', 'perfume', 'odour', 'fragrance', 'whiff']",46675
3426,15,Oliver Twist,Charles Dickens,"['smell', 'musty', 'scent', 'perfume', 'odour', 'fragrance', 'whiff']",730
3427,15,"Bracebridge Hall, or The Humorists",Washington Irving,"['smell', 'odour', 'savour', 'scent', 'fragrance', 'perfume', 'scented']",13515
3428,15,Travels in Alaska,John Muir,"['ripe', 'fragrance', 'bouquet', 'smell', 'reek', 'waft']",7345
3429,15,A Diary from Dixie,Mary Boykin Miller Chesnut,"['aromatic', 'bouquet', 'smell', 'ripe', 'scented', 'perfume', 'sniff']",60908
3430,15,Told by Uncle Remus,Joel Chandler Harris,"['smell', 'whiff', 'ripe']",55676
3431,15,The House of Quiet,Arthur Christopher Benson,"['scent', 'sniff', 'smell', 'aromatic', 'ripe', 'musty', 'aroma', 'savour', 'acrid']",60783
3432,15,Stories of the East,Leonard Woolf,"['smell', 'scent', 'ripe', 'pungent']",60627
3433,15,The Magnificent Ambersons,Booth Tarkington,"['smell', 'bouquet', 'scented', 'fragrance', 'odour', 'scent', 'aromatic', 'waft', 'pungent']",8867
3434,15,"The Curse of Kehama, Volume 2 of 2",Robert Southey,"['fragrance', 'odorous', 'scent', 'ripe', 'odour', 'musk', 'savour', 'stench']",55459
3435,15,East London,Walter Besant,"['musk', 'reek', 'fragrance', 'smell', 'fetid', 'malodorous']",58869
3436,15,Rewards and Fairies,Rudyard Kipling,"['smell', 'ripe', 'scent', 'musk', 'sniff']",32772
3437,15,"The Day's Work, Vol. 1",Rudyard Kipling,"['waft', 'smell', 'ripe', 'scented', 'whiff', 'odour']",2569
3438,15,Rewards and Fairies,Rudyard Kipling,"['smell', 'ripe', 'scent', 'musk', 'sniff']",556
3439,15,The House of Helen,Corra Harris,"['aroma', 'fragrance', 'sniff', 'perfume', 'smell', 'scented', 'whiff', 'scent']",60169
3440,15,Strong as Death,Guy de Maupassant,"['smell', 'scent', 'ripe', 'perfume', 'bouquet', 'aroma']",4777
3441,15,Mexico and Her People of To-day,Nevin Otto Winter,"['smell', 'putrid', 'odour', 'malodorous', 'ripe', 'bouquet']",60135
3442,15,The Rainbow Trail,Zane Grey,"['pungent', 'fragrance', 'odorous', 'smell', 'perfume']",5067
3443,15,"The Letters of Henry James, Vol. II",Henry James,"['ripe', 'waft', 'smell', 'savour', 'sniff', 'fetid', 'fragrance']",38035
3444,15,"The Bostonians, Vol. II (of II)",Henry James,"['fragrance', 'odour', 'smell', 'scent', 'ripeness', 'ripe']",19718
3445,15,"The Golden Bowl, Complete",Henry James,"['aromatic', 'scent', 'ripe', 'smell', 'scented', 'bouquet', 'savour', 'fragrance']",4264
3446,15,Peter Jameson,Gilbert Frankau,"['fragrance', 'ripe', 'odorous', 'stink', 'reek', 'smell', 'whiff', 'acrid', 'scent']",59936
3447,15,The Return of Tarzan,Edgar Rice Burroughs,"['smell', 'scent', 'acrid', 'fetid', 'stench', 'sniff']",81
3448,15,The Doctor; A Tale of the Rockies,Ralph Connor,"['perfume', 'fragrance', 'pungent', 'fetid', 'smell', 'scent', 'stink', 'aroma', 'sniff']",3242
3449,15,In the Mountains,Elizabeth von Arnim,"['scent', 'fragrance', 'smell', 'sniff', 'ripe', 'whiff', 'scented']",35072
3450,15,An Outline of Occult Science,Rudolf Steiner,"['ripe', 'smell', 'ripeness', 'scent']",30718
3451,15,The Men Who Wrought,Ridgwell Cullum,"['ripe', 'scented', 'pungent', 'aroma', 'fetid', 'sniff', 'perfume']",36836
3452,15,The Story of the Foss River Ranch,Ridgwell Cullum,"['scent', 'smell', 'ripeness', 'ripe', 'stench', 'pungent', 'reek']",14482
3453,15,The Man Who Couldn't Sleep,Arthur Stringer,"['musty', 'aroma', 'perfume', 'ripe', 'acrid', 'smell', 'pungent', 'musky', 'aromatic']",33645
3454,15,Ramuntcho,Pierre Loti,"['odorous', 'scent', 'smell', 'fragrance', 'perfume']",9616
3455,15,Egypt (La Mort De Philae),Pierre Loti,"['fragrance', 'odour', 'putrid', 'scent', 'stench', 'perfume', 'odorous', 'bouquet']",3685
3456,15,The Disappearance of Kimball Webb,Rowland Wright,"['smell', 'sniff', 'odour', 'scent', 'ripe']",59060
3457,15,Phases of an Inferior Planet,Ellen Glasgow,"['scented', 'aroma', 'pungent', 'smell', 'fragrance', 'perfume', 'musty', 'scent', 'waft', 'whiff']",34402
3458,15,The Aspirations of Jean Servien,Anatole France,"['scented', 'scent', 'perfume', 'waft', 'smell', 'bouquet', 'reek', 'ripe']",11060
3459,15,The Gorgeous Girl,Nalbro Bartley,"['perfume', 'odour', 'ripe', 'scented', 'bouquet', 'smell']",29753
3460,15,How Ethel Hollister Became a Campfire Girl,Irene Elliott Benson,"['ripe', 'bouquet']",20106
3461,15,Hilda Lessways,Arnold Bennett,"['malodorous', 'odour', 'perfume', 'scented', 'pungency', 'scent', 'savour', 'acrid']",10658
3462,15,The Grim Smile of the Five Towns,Arnold Bennett,"['odour', 'savour', 'sniff', 'smell', 'ripe', 'perfume', 'acrid']",4734
3463,15,Ayala's Angel,Anthony Trollope,"['savour', 'fetid', 'odour', 'scented', 'scent', 'aroma']",33500
3464,15,Can You Forgive Her?,Anthony Trollope,"['sniff', 'scent', 'perfume', 'ripe', 'aroma', 'waft', 'smell']",19500
3465,15,The Way We Live Now,Anthony Trollope,"['smell', 'savour', 'odour', 'scent', 'perfume', 'reek', 'pungent']",5231
3466,15,The Rajah's Heir,Charlotte Despard,"['ripe', 'smell', 'odour', 'savour', 'scented']",58486
3467,15,The Necromancers,Robert Hugh Benson,"['aroma', 'smell', 'reek', 'scent', 'fragrance', 'whiff']",14275
3468,15,Emily Fox-Seton,Frances Hodgson Burnett,"['fragrance', 'odour', 'smell', 'pungent', 'scent', 'scented']",17226
3469,15,Trees You Want to Know,Donald Culross Peattie,"['scented', 'aromatic', 'fragrance', 'ripe', 'smell', 'perfume']",58294
3470,15,Fools of Fortune,John Philip Quinn,"['whiff', 'perfume', 'scented', 'malodorous', 'ripe', 'smell', 'fragrance', 'reek', 'odorous']",58280
3471,15,The Girl From His Town,Marie Van Vorst,"['smell', 'perfume', 'bouquet', 'scent', 'stench', 'fragrance']",36961
3472,15,A Vagabond Journey Around the World,Harry Alverson Franck,"['ripe', 'stench', 'acrid', 'sniff', 'smell', 'putrid', 'fragrance', 'scent']",56732
3473,15,She Blows! And Sparm at That!,William John Hopkins,"['smell', 'sniff', 'acrid', 'stench']",58028
3474,15,Harding's luck,Edith Nesbit,"['scented', 'smell', 'scent', 'musk', 'ripe']",28725
3475,15,A Terrible Temptation,Charles Reade,"['ripe', 'scent', 'perfume', 'scented', 'smell']",7895
3476,15,"Elements of Criticism, Volume 3",Henry Home,"['smell', 'odour', 'fragrance']",57680
3477,15,"Sylvia's Lovers, Complete",Elizabeth Gaskell,"['smell', 'ripe', 'fragrance', 'scent', 'savour', 'pungent', 'odorous', 'odour', 'aromatic']",4537
3478,15,Ladies' manual of art, Anonymous,"['smell', 'bouquet', 'scent', 'musk', 'putrid', 'aromatic']",57612
3479,15,The Flying Death,Samuel Hopkins Adams,"['malodorous', 'perfume', 'smell', 'reek', 'odour', 'savour', 'sniff', 'scented', 'ripe']",44324
3480,15,Evangeline,Henry Wadsworth Longfellow,"['odorous', 'ripe', 'fragrance', 'aroma']",15390
3481,15,Little Men,Louisa May Alcott,"['ripe', 'fragrance', 'smell', 'musk', 'waft', 'bouquet', 'sniff', 'aromatic']",2788
3482,15,The Secrets of the Self,Muhammad Iqbal,"['fragrance', 'scent', 'perfume', 'ripe', 'ripeness', 'smell', 'waft']",57317
3483,15,My Japanese Wife,Clive Holland,"['odour', 'scent', 'whiff', 'perfume', 'scented', 'fragrance']",57167
3484,15,Only a Girl's Love,Charles Garvice,"['scent', 'ripe', 'perfume', 'bouquet', 'odorous', 'scented']",53416
3485,15,The Puppet Crown,Harold MacGrath,"['smell', 'bouquet', 'odorous', 'ripe', 'perfume', 'pungent', 'sniff']",3239
3486,15,The Mandarin's Fan,Fergus Hume,"['smell', 'scent', 'perfume', 'bouquet', 'odour']",36346
3487,15,The Bishop's Secret,Fergus Hume,"['smell', 'sniff', 'scented', 'malodorous', 'odour', 'ripe', 'perfume']",23474
3488,15,The Legends and Myths of Hawaii,David Kalakaua,"['fragrance', 'ripe', 'scent', 'sniff', 'smell', 'scented', 'aromatic']",56597
3489,15,Romantic Cities of Provence,Mona Caird,"['musty', 'aroma', 'savour', 'bouquet', 'perfume', 'aromatic', 'odour', 'fragrance']",56442
3490,15,Domesday Book,Edgar Lee Masters,"['scented', 'scent', 'bouquet', 'smell', 'fetid', 'perfume', 'ripe', 'fragrance', 'stench']",35991
3491,15,A Maid of the Kentucky Hills,Edwin Carlile Litsey,"['acrid', 'perfume', 'pungent', 'scented', 'sniff', 'smell', 'odorous', 'whiff', 'stench']",35147
3492,15,Shakespeare's England,William Winter,"['scent', 'odorous', 'fragrance', 'odour', 'smell']",35105
3493,15,A Chair on The Boulevard,Leonard Merrick,"['odour', 'perfume', 'smell', 'malodorous', 'savour', 'bouquet', 'scented']",9928
3494,15,A Journey in Brazil,Louis Agassiz and Elizabeth Cabot Cary Agassiz,"['perfume', 'smell', 'ripe', 'musty', 'fragrance', 'bouquet']",56171
3495,15,One Thousand Ways To Make Money,Page Fox,"['perfume', 'scented', 'ripe', 'scent', 'acrid', 'pungent', 'waft', 'smell']",56006
3496,15,Hearts of Three,Jack London,"['scent', 'waft', 'smell', 'stench', 'scented', 'ripe']",54068
3497,15,The Moon out of Reach,Margaret Pedler,"['odour', 'savour', 'whiff', 'scent', 'smell', 'scented', 'aroma', 'fragrance', 'ripe']",16497
3498,15,The Conflict,David Graham Phillips,"['scented', 'smell', 'sniff', 'perfume', 'odorous', 'malodorous', 'scent', 'ripe']",433
3499,15,A Cruising Voyage Around the World,Woodes Rogers,"['odour', 'musk', 'smell', 'scent', 'ripe', 'perfume']",55538
3500,15,Japanese Fairy World,William Elliot Griffis,"['sniff', 'ripe', 'smell', 'stench', 'bouquet', 'fragrance', 'whiff', 'perfume']",29337
3501,15,Mackinac and Lake Stories,Mary Hartwell Catherwood,"['smell', 'fragrance', 'ripe', 'acrid', 'perfume', 'scent']",55392
3502,15,The Great War As I Saw It,Frederick George Scott,"['scent', 'scented', 'ripe', 'bouquet', 'smell', 'odour', 'malodorous']",19857
3503,15,Dr. Lavendar's People,Margaret Deland,"['fragrance', 'scent', 'smell', 'sniff', 'acrid']",34427
3504,15,Travels in Arabia,Bayard Taylor,"['perfume', 'ripe', 'smell', 'fragrance', 'sniff', 'musk', 'aromatic', 'scented', 'whiff']",41960
3505,15,"The May Flower, and Miscellaneous Writings",Harriet Beecher Stowe,"['perfume', 'fragrance', 'ripe', 'bouquet', 'smell', 'musty', 'fusty', 'scented']",31390
3506,15,A Christian Woman,Emilia Pardo Bazán,"['ripe', 'smell', 'musty', 'fragrance', 'perfume', 'aroma']",54796
3507,15,Penelope's Irish Experiences,Kate Douglas Wiggin,"['scented', 'fragrance', 'ripe', 'smell', 'scent', 'sniff', 'perfume', 'bouquet']",1391
3508,15,In the Year of Jubilee,George Gissing,"['fragrance', 'ripe', 'whiff', 'perfume', 'scented', 'ripeness', 'savour', 'smell', 'odour', 'reek']",4307
3509,15,Veranilda,George Gissing,"['scent', 'acrid', 'smell', 'odour', 'perfume', 'savour', 'aromatic']",4306
3510,15,"A Broken Journey, Illustrated",Mary Gaunt,"['smell', 'stench', 'reek', 'odour', 'aromatic', 'scent', 'fragrance', 'perfume', 'ripe']",54402
3511,15,Beyond the Old Frontier,George Bird Grinnell,"['musk', 'scent', 'putrid', 'smell', 'odour', 'whiff', 'scented']",54125
3512,15,Marjorie Dean Macy's Hamilton Colony,Pauline Lester,"['scented', 'bouquet', 'fragrance', 'scent']",53987
3513,15,Heart Songs,Jean Blewett,"['smell', 'bouquet', 'fragrance', 'sniff', 'ripe', 'perfume']",53824
3514,15,The Book of Clever Beasts,Myrtle Reed,"['sniff', 'pungent', 'odour', 'smell', 'scent']",53812
3515,15,The Little Colonel's Christmas Vacation,Annie Fellows Johnston,"['odour', 'ripe', 'fragrance', 'musty', 'smell', 'sniff']",26215
