,freq.,title,author,words,code
188,45,Peter Ibbetson,George Du Maurier,"['scent', 'smell', 'scented', 'ripe', 'sniff', 'odorous', 'whiff', 'malodorous', 'reek', 'fragrance', 'bouquet']",9817
189,45,The Bright Messenger,Algernon Blackwood,"['perfume', 'scent', 'smell', 'whiff', 'ripe', 'fragrance', 'scented']",43594
190,45,The Mosaic History of the Creation of the World,Thomas Wood,"['putrid', 'smell', 'fragrance', 'waft', 'fetid', 'stench', 'stink', 'ripe', 'aromatic', 'scent', 'pungent', 'perfume', 'odorous']",44636
191,45,O Henry Memorial Award Prize Stories of 1919,Various,"['smell', 'perfume', 'scent', 'ripe', 'putrid', 'stink', 'pungent', 'fragrance', 'odour', 'scented', 'whiff', 'sniff', 'acrid']",12094
192,45,Jungle Tales of Tarzan,Edgar Rice Burroughs,"['scent', 'acrid', 'pungent', 'smell', 'stench', 'putrid', 'sniff', 'scented', 'ripe']",106
193,45,"The World's Best Poetry, Volume 10",Various,"['fragrance', 'perfume', 'scent', 'aromatic', 'bouquet', 'ripe', 'smell', 'ripeness', 'waft', 'pungent', 'musk', 'odorous']",12925
194,45,The Heart of a Dog,Albert Payson Terhune,"['scent', 'sniff', 'odour', 'smell', 'whiff', 'reek', 'scented', 'pungent', 'musty']",61429
195,45,Villette,Charlotte Brontë,"['sniff', 'perfume', 'scented', 'smell', 'odour', 'fragrance', 'bouquet', 'pungent', 'ripe', 'waft', 'ripeness', 'acrid', 'whiff']",9182
196,45,Sons of the Morning,Eden Phillpotts,"['musty', 'scent', 'ripe', 'aromatic', 'smell', 'bouquet', 'reek', 'odour', 'scented', 'ripeness', 'savour']",46857
197,45,Woodside,Caroline Hadley,"['ripe', 'smell', 'scented', 'fragrance', 'scent', 'odour', 'perfume', 'musk']",18256
198,45,Desert Love,Joan Conquest,"['pungent', 'aroma', 'perfume', 'scented', 'sniff', 'odour', 'savour', 'ripe', 'scent', 'fragrance', 'musk', 'aromatic']",15242
199,45,The Christian,Hall Caine,"['musty', 'perfume', 'scented', 'odour', 'smell', 'scent', 'bouquet', 'fragrance', 'ripe']",8407
200,45,Little Dorrit,Charles Dickens,"['smell', 'odorous', 'musty', 'fusty', 'scent', 'ripe', 'whiff', 'scented', 'odour', 'sniff', 'aromatic', 'fragrance']",963
201,44,Carmen Ariza,Charles Francis Stocking,"['musty', 'scent', 'fragrance', 'aromatic', 'scented', 'perfume', 'pungent', 'ripe', 'smell', 'fetid', 'acrid', 'reek', 'bouquet']",30312
202,44,Up and Down,Edward Frederic Benson,"['smell', 'odour', 'aromatic', 'fragrance', 'scent', 'ripe', 'savour', 'whiff']",45742
203,44,The Hawk of Egypt,Joan Conquest,"['scent', 'reek', 'perfume', 'odour', 'musk', 'aroma', 'smell', 'scented', 'odorous', 'ripe', 'fragrance', 'sniff']",15721
204,44,A Love Episode,Emile Zola,"['smell', 'perfume', 'sniff', 'fragrance', 'scented', 'scent', 'musk', 'bouquet', 'ripe', 'aroma']",13695
205,44,The Country Beyond,James Oliver Curwood,"['scent', 'smell', 'aroma', 'perfume', 'ripe', 'musky', 'fragrance', 'sniff', 'musty', 'musk', 'scented']",29406
206,44,Star-Dust,Fannie Hurst,"['scent', 'smell', 'aroma', 'perfume', 'scented', 'musk', 'pungency', 'malodorous', 'stench', 'bouquet', 'musty', 'sniff', 'ripe']",9858
207,44,David Copperfield,Charles Dickens,"['whiff', 'smell', 'fusty', 'odour', 'ripe', 'perfume', 'musty', 'scent', 'fragrance', 'savour', 'bouquet', 'scented', 'sniff', 'aromatic']",766
208,44,The Bent Twig,Dorothy Canfield,"['smell', 'fragrance', 'pungent', 'acrid', 'musk', 'musky', 'perfume', 'scented', 'aroma', 'aromatic', 'pungency', 'ripeness', 'scent', 'musty']",11221
209,44,"Monarch, The Big Bear of Tallac",Ernest Thompson Seton,"['piney', 'smell', 'whiff', 'sniff', 'scent']",11135
210,44,His Excellency the Minister,Jules Claretie,"['bouquet', 'scent', 'perfume', 'odorous', 'fetid', 'whiff', 'scented', 'ripe', 'fragrance', 'musty', 'putrid']",15934
211,44,Wild Folk,Samuel Scoville,"['perfume', 'scent', 'scented', 'sniff', 'whiff', 'fragrance', 'musk', 'acrid', 'smell', 'pungent']",41880
212,44,In The Strange South Seas,Beatrice Grimshaw,"['perfume', 'scented', 'odour', 'smell', 'scent', 'savour', 'ripe', 'musky', 'stench', 'pungent', 'musty']",54499
213,44,Animal Heroes,Ernest Thompson Seton,"['smell', 'stench', 'musky', 'odorous', 'ripe', 'scent', 'whiff', 'fetid', 'sniff']",2284
214,43,A Prisoner in Fairyland,Algernon Blackwood,"['fragrance', 'perfume', 'scented', 'scent', 'whiff', 'odour', 'sniff', 'smell', 'aroma', 'odorous', 'ripe', 'bouquet']",6021
215,43,The Noble Rogue,Baroness Emmuska Orczy Orczy,"['savour', 'pungent', 'odour', 'scent', 'smell', 'musty', 'bouquet', 'aromatic', 'fragrance', 'sniff', 'ripe', 'fetid']",60253
216,43,Letters from my Windmill,Alphonse Daudet,"['scent', 'smell', 'aromatic', 'scented', 'ripe', 'perfume', 'whiff', 'bouquet', 'stench', 'pungent', 'aroma', 'sniff']",30442
217,43,"The Dwelling Place of Light, Complete",American Novelist,"['perfume', 'smell', 'odour', 'pungent', 'scent', 'savour', 'fragrance', 'reek', 'malodorous']",3649
218,43,When We Were Strolling Players in the East,Louise Jordan Miln,"['perfume', 'smell', 'ripe', 'pungent', 'scented', 'stench', 'scent', 'odour', 'aromatic', 'bouquet', 'waft']",56262
219,43,The Uncommercial Traveller,Charles Dickens,"['smell', 'stench', 'odour', 'musty', 'fragrance', 'whiff', 'scent', 'perfume', 'sniff', 'ripe', 'reek', 'scented']",914
220,43,Children's Literature,Curry and Clippinger,"['bouquet', 'smell', 'ripe', 'perfume', 'scent', 'fragrance', 'waft', 'sniff', 'musty', 'piney']",25545
221,43,Bevis,Richard Jefferies,"['fragrance', 'scent', 'scented', 'ripe', 'odour', 'smell', 'whiff', 'sniff', 'pungent', 'perfume', 'musty']",35930
222,43,Where the Sun Swings North,Barrett Willoughby,"['fragrance', 'scent', 'scented', 'pungent', 'aromatic', 'perfume', 'bouquet', 'smell', 'musty', 'stench', 'aroma', 'ripe', 'musky', 'acrid']",19747
223,43,Sacrifice,Stephen French Whitman,"['scent', 'scented', 'smell', 'fragrance', 'bouquet', 'perfume', 'musk', 'redolence']",22928
224,43,The Comic Poems of Thomas Hood,Thomas Hood,"['smell', 'perfume', 'fragrance', 'scent', 'waft', 'sniff', 'pungent', 'aromatic', 'whiff', 'ripe', 'musty', 'stench', 'scented', 'musk', 'savour', 'odour', 'bouquet']",56712
225,43,Memoirs of My Dead Life,George Moore,"['smell', 'odour', 'ripe', 'scent', 'perfume', 'bouquet', 'aroma', 'musk', 'scented', 'reek']",7789
226,43,Love's Old Sweet Song,George Herman Ellwanger,"['fragrance', 'perfume', 'scent', 'scented', 'ripe', 'odour', 'smell', 'musty', 'waft', 'odorous']",54148
227,43,Across Unknown South America,Arnold Henry Savage Landor,"['odour', 'ripe', 'scent', 'smell', 'scented', 'putrid', 'pungent', 'sniff', 'fetid']",22483
228,43,Romola,George Eliot,"['aromatic', 'scent', 'ripe', 'perfume', 'pungent', 'scented', 'odour', 'ripeness', 'smell', 'pungency', 'stench', 'fragrance']",24020
229,43,Thus Spake Zarathustra,Friedrich Nietzsche,"['ripe', 'stink', 'smell', 'odour', 'savour', 'musty', 'whiff', 'scented', 'fragrance', 'perfume']",1998
230,43,"The Works of Theophile Gautier, Volume 5",Theophile Gautier,"['scent', 'aromatic', 'odour', 'perfume', 'scented', 'fragrance', 'bouquet', 'odorous', 'ripe']",27724
231,42,The Son of Tarzan,Edgar Rice Burroughs,"['smell', 'musty', 'scent', 'sniff', 'aroma', 'acrid', 'scented', 'stench', 'putrid']",90
232,42,Who Cares?,Cosmo Hamilton,"['smell', 'pungent', 'ripe', 'scent', 'aroma', 'reek', 'scented', 'musty']",3641
233,42,The Trail Book,Mary Austin,"['smell', 'whiff', 'scent', 'ripe']",9913
234,42,The Wolf-Leader,Alexandre Dumas,"['scent', 'smell', 'scented', 'bouquet', 'perfume', 'aromatic', 'aroma', 'odorous', 'odour']",51054
