,freq.,title,author,words,code
278,52,A Year in the Fields,John Burroughs,"['smell', 'fragrance', 'pungent', 'perfume', 'scent', 'ripe', 'scented', 'bouquet', 'pungency', 'putrid', 'odorous', 'stench']",31292
280,52,The Cook's Oracle; and Housekeeper's Manual,William Kitchiner,"['putrid', 'smell', 'aromatic', 'ripe', 'aroma', 'odour', 'ripeness', 'savour', 'acrid', 'fragrance', 'perfume', 'pungency', 'stink']",28681
285,51,In and Out of Three Normandy Inns,Anna Bowman Dodd,"['scent', 'perfume', 'smell', 'aromatic', 'whiff', 'pungent', 'bouquet', 'odorous', 'ripe', 'stench', 'scented', 'sniff', 'fragrance', 'aroma']",7961
287,51,"Sylva, Vol. 1 (of 2)",John Evelyn,"['reek', 'smell', 'ripe', 'perfume', 'musk', 'scent', 'musty', 'odour', 'scented', 'putrid', 'odorous', 'aromatic']",20778
294,50,"Catholic World, Volume 18, October, 1873, to March, 1874",Various,"['scent', 'bouquet', 'aromatic', 'perfume', 'pungent', 'fragrance', 'scented', 'waft', 'smell', 'odour', 'putrid', 'ripe', 'musk', 'odorous', 'fetid']",51032
295,50,The New-York Weekly Magazine,Various,"['putrid', 'smell', 'scented', 'odour', 'aromatic', 'scent', 'bouquet', 'pungency', 'perfume', 'fragrance', 'ripe', 'waft', 'musky']",37240
304,50,The Raisin Industry,Gustav Eisen,"['musky', 'ripe', 'ripeness', 'aroma', 'aromatic', 'smell']",54790
307,50,From Pekin to Calais by Land,Harry de Windt,"['scent', 'odour', 'stench', 'smell', 'pungent', 'perfume', 'sniff', 'ripe', 'fetid', 'aromatic']",48992
310,50,Story of My Life,Helen Keller,"['smell', 'fragrance', 'ripe', 'odour', 'perfume', 'whiff', 'scent', 'bouquet', 'odorous', 'sniff']",2397
312,49,"The Works of Aristotle, the Famous Philosopher",Anonymous,"['stench', 'ripe', 'odour', 'musk', 'smell', 'pungency', 'aromatic', 'putrid', 'stink', 'perfume', 'scent', 'ripeness', 'savour']",12699
316,49,Culinary Chemistry,Frederick Accum,"['putrid', 'odour', 'savour', 'acrid', 'aromatic', 'musty', 'ripe', 'smell', 'pungent', 'scented', 'perfume', 'fragrance']",60163
318,49,Working North from Patagonia,Harry Alverson Franck,"['pungent', 'scent', 'perfume', 'smell', 'ripe', 'musty', 'scented', 'fragrance', 'fetid', 'stench', 'odorous', 'waft', 'stink']",55455
323,49,Tramping on Life,Harry Kemp,"['smell', 'pungent', 'aroma', 'reek', 'fragrance', 'scented', 'fetid', 'whiff', 'sniff', 'perfume', 'odour', 'malodorous', 'stink', 'bouquet', 'ripe', 'scent']",15415
325,48,"The Bible, Douay-Rheims, Old Testament, Part I",Anonymous,"['savour', 'smell', 'ripe', 'stink', 'perfume', 'odour', 'scent']",1609
326,48,"American Journal of Science, Vol. 1",Various,"['ripe', 'odour', 'smell', 'musk', 'putrid', 'fetid', 'acrid', 'pungent']",52663
327,48,"New, Old, and Forgotten Remedies: Papers by Many Writers",Various,"['acrid', 'smell', 'fetid', 'ripe', 'putrid', 'aromatic', 'pungent', 'scented', 'odorous', 'pungency', 'musk']",38757
330,48,Reptiles and Birds,Louis Figuier,"['smell', 'odour', 'acrid', 'scent', 'ripe', 'musky', 'aromatic', 'putrid', 'fetid']",45873
333,48,Between the Larch-woods and the Weir,Flora Klickmann,"['scent', 'pungent', 'odour', 'smell', 'reek', 'fragrance', 'scented', 'ripe', 'sniff', 'aromatic', 'aroma', 'malodorous', 'perfume']",51601
334,48,The Voyage of the Beagle,Charles Darwin,"['acrid', 'smell', 'fragrance', 'aromatic', 'odour', 'fetid', 'putrid', 'musk', 'scented', 'ripe']",944
336,48,Missionary Travels and Researches in South Africa,David Livingstone,"['putrid', 'scent', 'ripe', 'smell', 'aromatic', 'perfume', 'pungent', 'acrid', 'musky', 'sniff', 'fragrance', 'fetid']",1039
337,48,Pioneers in Canada,Sir Harry Johnston,"['musky', 'putrid', 'musk', 'scent', 'aromatic', 'ripe', 'stench', 'smell', 'whiff', 'odour']",13003
338,48,Gardening for the Million,Alfred Pink,"['ripe', 'scented', 'odour', 'aromatic', 'musk', 'perfume', 'fragrance', 'bouquet', 'pungent', 'smell']",11892
340,47,A Book of the United States,Various,"['smell', 'ripe', 'pungent', 'fragrance', 'scent', 'musky', 'stench', 'aromatic', 'perfume', 'putrid', 'pungency', 'bouquet']",58447
341,47,"The Catholic World, Vol. 25, April 1877 to September 1877",Various,"['perfume', 'scented', 'aroma', 'putrid', 'fragrance', 'bouquet', 'scent', 'smell', 'sniff', 'fetid', 'waft', 'ripe', 'whiff', 'odorous', 'musty', 'pungent']",57779
342,47,Fort Duquesne and Fort Pitt,Various,['bouquet'],40037
343,47,"Punch, or the London Charivari, Vol. 25, July-December 1853",Various,"['aromatic', 'odorous', 'fetid', 'savour', 'odour', 'bouquet', 'perfume', 'whiff', 'fragrance', 'ripe', 'ripeness', 'smell', 'scent', 'stench', 'stink', 'putrid', 'reek', 'pungent', 'scented']",32352
354,47,The Central Eskimo,Franz Boas,"['musk', 'scent', 'smell', 'putrid']",42084
358,47,Roses and Rose Growing,Rose Georgina Kingsley,"['ripe', 'fragrance', 'perfume', 'scent', 'aromatic', 'scented', 'musk', 'musky', 'bouquet', 'smell']",33464
364,46,"Propaganda for Reform in Proprietary Medicines, Vol. 1 of 2",Various,"['aromatic', 'fetid', 'acrid', 'odorous', 'ripe', 'smell', 'reek', 'stench']",47766
365,46,"Bentley's Miscellany, Vol. II",Various,"['musty', 'perfume', 'smell', 'fragrance', 'scent', 'putrid', 'odour', 'pungent', 'waft', 'odorous', 'whiff', 'savour', 'sniff', 'scented', 'aroma']",46804
366,46,Agriculture of the Hidatsa Indians,Gilbert Livingstone Wilson,"['ripe', 'smell', 'fragrance', 'scent']",60313
367,46,The Soul of the War,Philip Gibbs,"['scented', 'smell', 'scent', 'stench', 'ripe', 'malodorous', 'ripeness', 'odour', 'perfume', 'fragrance']",11682
373,46,Grocers' Goods,Frederick Bartlett Goddard,"['fragrance', 'aromatic', 'ripe', 'aroma', 'smell', 'pungent', 'pungency', 'musk', 'whiff', 'scented', 'perfume', 'bouquet']",50759
377,46,The French Revolution,Thomas Carlyle,"['whiff', 'smell', 'putrid', 'acrid', 'ripe', 'sniff', 'reek', 'fetid', 'odour', 'scented', 'bouquet']",1301
378,46,An Etymological Dictionary of the Scottish Language,John Jamieson,"['putrid', 'pungent', 'scent', 'savour', 'stench', 'smell', 'whiff', 'fetid', 'ripe', 'fusty', 'musk', 'scented', 'reek', 'musty', 'sniff', 'waft']",40521
384,45,"The Bible, Douay-Rheims, Old Testament, Part 2",Anonymous,"['perfume', 'smell', 'odour', 'ripe', 'savour', 'stench', 'ripeness', 'stink', 'scent']",1610
392,45,"Ornithological Biography, Volume 1 of 5",John James Audubon,"['odour', 'scent', 'ripe', 'pungent', 'perfume', 'putrid', 'smell', 'scented', 'savour']",56989
398,45,The Sportsman,Xenophon,"['scent', 'smell', 'odour', 'perfume', 'scented', 'savour']",1180
400,45,The Closet of Sir Kenelm Digby Knight Opened,Kenelm Digby,"['ripe', 'reek', 'musk', 'bouquet', 'smell', 'ripeness', 'perfume', 'odour']",16441
401,45,The Queen-like Closet or Rich Cabinet,Hannah Wolley,"['musk', 'perfume', 'ripe', 'smell']",14377
406,44,Italian Hours,Henry James,"['smell', 'ripe', 'bouquet', 'savour', 'odorous', 'odour', 'acrid', 'perfume', 'musty', 'fetid', 'sniff', 'aroma', 'redolence', 'pungency', 'malodorous', 'whiff']",6354
407,44,Travels on the Amazon,Alfred Russel Wallace,"['perfume', 'ripe', 'odour', 'aromatic', 'smell', 'acrid', 'putrid', 'musky', 'pungent', 'pungency']",53177
408,44,"The Middle Kingdom, Volume 1 of 2",Samuel Wells Williams,"['stench', 'fragrance', 'aromatic', 'musk', 'smell', 'acrid', 'perfume', 'scent', 'musky', 'pungent', 'putrid', 'ripe', 'scented']",57868
409,44,Children of the Ghetto,Israel Zangwill,"['smell', 'fragrance', 'aroma', 'odorous', 'musty', 'sniff', 'ripe', 'reek', 'scent', 'perfume', 'bouquet', 'waft', 'pungency', 'acrid', 'fetid']",12680
410,44,Science from an Easy Chair,Ray Lankester,"['ripe', 'aromatic', 'pungent', 'odour', 'smell', 'perfume', 'acrid', 'sniff', 'ripeness', 'aroma', 'whiff', 'musk']",57136
414,44,Wild Life in a Southern County,Richard Jefferies,"['odour', 'sniff', 'scent', 'fragrance', 'ripe', 'musk', 'smell', 'perfume']",36949
415,44,Nature Near London,Richard Jefferies,"['acrid', 'scent', 'ripe', 'odour', 'smell', 'pungent', 'scented', 'fragrance', 'perfume', 'waft', 'ripeness']",18629
416,44,The Fantastic Clan,John James Thornber and Frances Bonker,"['fragrance', 'scent', 'ripe', 'perfume']",46155
417,44,"Birds and Bees, Sharp Eyes, and Other Papers",John Burroughs,"['scent', 'pungent', 'smell', 'ripe', 'perfume', 'aromatic', 'bouquet', 'acrid', 'scented', 'fragrance']",3163
421,44,"The Cambridge Natural History, Vol X., Mammalia",Frank Evers Beddard,"['smell', 'odour', 'musk', 'musky', 'scent', 'odorous', 'ripe', 'perfume']",39887
422,44,The American Reformed Cattle Doctor,George Dadd,"['fragrance', 'acrid', 'musty', 'fetid', 'aromatic', 'putrid', 'smell', 'musk', 'ripe', 'waft']",37997
423,44,Edge of the Jungle,William Beebe,"['scent', 'smell', 'ripe', 'bouquet', 'fragrance', 'musty', 'ripeness', 'acrid', 'musky', 'malodorous', 'perfume', 'pungent']",25888
429,43,"Catholic World, Volume 24, October, 1876, To March, 1877",Various,"['perfume', 'odorous', 'stench', 'fragrance', 'ripe', 'scent', 'waft', 'smell', 'bouquet', 'ripeness', 'scented', 'aroma']",56955
430,43,"The Catholic World, Vol. 23, April, 1876-September, 1876",Various,"['ripe', 'acrid', 'pungency', 'bouquet', 'scented', 'smell', 'perfume', 'scent', 'pungent', 'waft', 'sniff', 'odorous', 'fragrance']",56386
433,43,Romantic Love and Personal Beauty,Henry Theophilus Finck,"['fragrance', 'perfume', 'scent', 'ripe', 'odour', 'smell', 'bouquet', 'scented', 'putrid', 'pungent']",60054
436,43,Animal Life of the British Isles,Edward Step,"['smell', 'odour', 'sniff', 'scent', 'musky', 'fetid', 'acrid', 'musk', 'ripe']",46849
437,43,Vagabonding down the Andes,Harry Alverson Franck,"['perfume', 'musty', 'ripe', 'scent', 'smell', 'pungent', 'whiff', 'scented', 'aroma', 'sniff']",56673
438,43,The Century Cook Book,Mary Ronald,"['savour', 'scented', 'putrid', 'bouquet', 'acrid', 'smell', 'ripe', 'aroma']",34822
439,43,"Striped Coat, the Skunk",Joseph Wharton Lippincott,"['fragrance', 'musk', 'pungent', 'scent', 'ripe', 'smell', 'perfume', 'whiff', 'sniff', 'scented']",57619
441,43,Observations on the Diseases of Seamen,Gilbert Blane,"['putrid', 'stench', 'aromatic', 'smell', 'acrid']",53007
447,43,"Picturesque Sketches of London, Past and Present",Thomas Miller,"['odour', 'smell', 'musty', 'aroma', 'fragrance', 'stench', 'fusty', 'fetid', 'bouquet', 'sniff', 'ripe', 'perfume', 'putrid']",46565
449,43,Eye Spy,William Hamilton Gibson,"['smell', 'acrid', 'bouquet', 'fragrance', 'perfume', 'ripe', 'whiff', 'odorous', 'sniff', 'pungent', 'scent', 'waft']",38954
450,43,Jungle Peace,William Beebe,"['musty', 'perfume', 'musky', 'whiff', 'smell', 'scent', 'scented', 'acrid', 'odorous', 'aroma', 'musk', 'aromatic', 'pungent', 'fragrance', 'sniff']",37614
453,43,The Stock-Feeder's Manual,Charles Alexander Cameron,"['putrid', 'ripe', 'musty', 'odour', 'aromatic', 'odorous', 'acrid', 'pungent']",25520
457,43,The War Chief of the Ottawas,Thomas Guthrie Marquis,['bouquet'],15522
459,43,"A History of Indian Philosophy, Vol. 1",Surendranath Dasgupta,"['ripe', 'savour', 'smell', 'scent', 'fragrance', 'odour', 'pungent', 'odorous']",12956
460,43,The International Jewish Cook Book,Florence Kreisler Greenbaum,"['pungent', 'ripe', 'musk', 'bouquet', 'musty', 'aroma']",12350
461,43,Autobiography of a YOGI,Paramhansa Yogananda,"['perfume', 'ripe', 'fragrance', 'scent', 'smell', 'scented', 'whiff', 'aroma', 'bouquet', 'putrid', 'aromatic']",7452
463,43,A New Voyage to Carolina,John Lawson,"['smell', 'ripe', 'ripeness', 'scent', 'musk', 'musky', 'stink']",1838
464,42,The American Housewife,Anonymous,"['aromatic', 'ripe', 'perfume', 'scent', 'scented', 'smell']",28452
465,42,Little Wanderers,Margaret Warner Morley,"['ripe', 'fragrance']",61295
467,42,Industrial Poisoning,Joseph Rambousek,"['aromatic', 'odour', 'smell', 'scent', 'ripe', 'aroma']",60605
471,42,Foxhunting on the Lakeland Fells,Richard Clapham,"['scent', 'whiff']",57007
472,42,St Nicotine,Edward Vincent Heward,"['fragrance', 'ripe', 'scent', 'whiff', 'reek', 'scented', 'aromatic', 'fetid', 'smell', 'odour', 'acrid', 'perfume', 'aroma', 'pungent']",56946
473,42,The Theory and Practice of Brewing,Michael Combrune,"['putrid', 'pungent', 'musty', 'ripe', 'smell', 'acrid', 'pungency', 'aromatic']",56784
474,42,Travels in Peru and India,Clements Robert Markham,"['fragrance', 'smell', 'ripe', 'scented', 'fetid', 'aromatic', 'scent', 'pungent', 'odour', 'putrid']",55593
477,42,"Motion pictures, 1912-1939",Library of Congress,"['piney', 'bouquet', 'perfume', 'scent', 'whiff', 'musty', 'smell', 'fragrance']",51836
478,42,Western Himalaya and Tibet,Thomas Thomson,"['ripe', 'scented', 'pungent', 'aromatic', 'smell', 'odour', 'fetid', 'ripeness']",42146
69,48,The South Country,Edward Thomas,"['smell', 'scent', 'savour', 'fragrance', 'pungent', 'ripe', 'odorous', 'scented', 'perfume']",60760
70,68,Natural Wonders,Edwin Tenney Brewster,"['ripe', 'smell', 'scent', 'musk']",47961
72,64,The Feasts of Autolycus,Elizabeth Robins Pennell,"['fragrance', 'savour', 'ripe', 'perfume', 'odorous', 'scent', 'aromatic', 'ripeness', 'aroma', 'pungent', 'smell', 'bouquet', 'scented']",41696
86,46,The Botanic Garden. Part 2,Erasmus Darwin,"['odour', 'aromatic', 'scent', 'fragrance', 'smell', 'acrid', 'ripe', 'odorous', 'pungent', 'perfume', 'putrid']",10671
96,46,Montcalm and Wolfe,Francis Parkman,"['pungent', 'bouquet']",14517
97,71,"Gargantua and Pantagruel, Complete",Francois Rabelais,"['musk', 'smell', 'odour', 'perfume', 'whiff', 'ripe', 'scent', 'stench', 'musty', 'fusty', 'waft', 'aromatic', 'reek', 'ripeness', 'savour', 'putrid', 'stink']",1200
112,43,Archeological Investigations,Gerard Fowke,['piney'],18931
